"X1","X2"
"MWG","A=(MWG-32)/16"
"NWG","B=(NWG-32)/16"
"KWG","C=-1"
"MDIMC","D=(MDIMC-16)/8"
"NDIMC","E=(NDIMC-16)/8"
"MDIMA","F=(MDIMA-16)/8"
"NDIMB","G=(NDIMB-16)/8"
"KWI","H=-1"
"VWM","J=(VWM-2)/1"
"VWN","K=(VWN-2)/1"
"STRM","L=-1"
"STRN","M=-1"
"SA","N=(SA-0.5)/0.5"
"SB","O=(SB-0.5)/0.5"
"PRECISION","P=-1"
"Condition","C==-1 and H==-1 and L==-1 and M==-1 and N==-1 and O==1 and P==-1"
"Global size","1358254.49 -722887.85*A  -709844.56*B  +823068.52*D  +831338.85*E  -71918.23*F  -80621.55*G  +20501.78*J  +26168.79*K  +152132.63*(A**2)  +148282.28*(B**2)  -11001.00*(D**2)  -3704.87*(E**2)  +1249.34*(F**2)  +145130.97*A*B  -281461.25*A*D  -261535.12*B*D  -278250.20*A*E  -275544.52*B*E  +503037.51*D*E  +43345.18*A*F  +42342.60*B*F  -74793.62*D*F  -86669.14*E*F  +50061.33*A*G  +54054.03*B*G  -94052.56*D*G  -75568.73*E*G  +11060.60*F*G  -1515.95*A*J  +16208.94*B*J  +16182.26*D*J  -10185.86*E*J  -5967.49*F*J  -1105.50*G*J  +9848.23*A*K  -564.34*B*K  -1572.01*D*K  +25291.87*E*K  +1386.59*F*K  +6773.40*J*K  +91034.79*A*B*D  +94120.25*A*B*E  -194316.69*A*D*E  -186545.14*B*D*E  -25405.56*A*B*F  +45515.62*A*D*F  +24382.19*B*D*F  +52767.12*A*E*F  +30897.28*B*E*F  -62754.67*D*E*F  -31973.58*A*B*G  +39432.06*A*D*G  +62614.23*B*D*G  +28558.37*A*E*G  +53172.10*B*E*G  -64371.25*D*E*G  -6120.86*A*F*G  -7625.83*B*F*G  +7149.35*D*F*G  +5783.04*E*F*G  -13569.79*A*B*J  -6014.91*B*D*J  +18038.68*A*E*J  -1032.98*B*E*J  +21067.82*D*E*J  +4234.26*B*F*J  -7324.91*D*F*J  -8109.38*E*F*J  -2081.62*A*G*J  -869.47*B*G*J  -5056.95*D*G*J  -5829.50*E*G*J  +1384.46*F*G*J  -12345.94*A*B*K  -5168.51*A*D*K  +15516.29*B*D*K  -8671.87*A*E*K  +22195.20*D*E*K  -831.95*A*F*K  -2719.76*B*F*K  -3945.85*D*F*K  -2664.72*E*F*K  -3646.77*A*J*K  -3923.95*B*J*K  +1335.94*D*J*K  +1009.14*E*J*K  +138.66*F*J*K  +75570.91*A*B*D*E  -14629.31*A*B*D*F  -18538.37*A*B*E*F  +38562.65*A*D*E*F  +26470.10*B*D*E*F  -24266.74*A*B*D*G  -18763.73*A*B*E*G  +31569.35*A*D*E*G  +45325.16*B*D*E*G  +4575.50*A*B*F*G  -3650.16*A*D*F*G  -4945.15*B*D*F*G  -2704.19*A*E*F*G  -4377.25*B*E*F*G  +7379.59*D*E*F*G  -3403.79*A*B*E*J  -6714.94*B*D*E*J  +2438.22*B*D*F*J  +3089.73*B*E*F*J  -5862.15*D*E*F*J  +1678.71*A*B*G*J  +1923.00*B*D*G*J  +1167.62*A*E*G*J  +2875.21*B*E*G*J  -4085.01*D*E*G*J  -762.58*B*F*G*J  +869.39*D*F*G*J  +1135.84*E*F*G*J  -2717.26*A*B*D*K  -9308.38*A*D*E*K  +1631.86*A*B*F*K  +2367.51*A*D*F*K  +702.35*B*D*F*K  +1598.83*A*E*F*K  -2934.77*D*E*F*K  +2365.58*A*B*J*K  -93.81*B*D*J*K  -151.03*A*E*J*K  +1542.10*D*E*J*K  -271.98*B*F*J*K  -394.58*D*F*J*K  -266.47*E*F*J*K  -15882.06*A*B*D*E*F  -20485.81*A*B*D*E*G  +2967.09*A*B*D*F*G  +2626.35*A*B*E*F*G  -3517.91*A*D*E*F*G  -5387.48*B*D*E*F*G  +2647.01*B*D*E*F*J  -667.63*A*B*E*G*J  +1839.53*B*D*E*G*J  -494.52*B*D*F*G*J  -437.72*B*E*F*G*J  +1151.28*D*E*F*G*J  -421.41*A*B*D*F*K  +1760.86*A*D*E*F*K  +70.24*B*D*F*J*K  -293.48*D*E*F*J*K  +3232.49*A*B*D*E*F*G  -538.75*B*D*E*F*G*J "
