"X1","X2"
"MWG","A=(MWG-32)/16"
"NWG","B=(NWG-32)/16"
"KWG","C=-1"
"MDIMC","D=(MDIMC-16)/8"
"NDIMC","E=(NDIMC-16)/8"
"MDIMA","F=(MDIMA-16)/8"
"NDIMB","G=(NDIMB-16)/8"
"KWI","H=-1"
"VWM","J=(VWM-2)/1"
"VWN","K=(VWN-2)/1"
"STRM","L=-1"
"STRN","M=-1"
"SA","N=(SA-0.5)/0.5"
"SB","O=(SB-0.5)/0.5"
"PRECISION","P=-1"
"Condition","C==-1 and H==-1 and L==-1 and M==-1 and N==1 and O==-1 and P==-1"
"Global size","339563.62 -180721.96*A  -177461.14*B  +205767.13*D  +207834.71*E  -17979.56*F  -20155.39*G  +5125.45*J  +6542.20*K  +38033.16*(A**2)  +37070.57*(B**2)  -2750.25*(D**2)  -926.22*(E**2)  +312.34*(F**2)  +36282.74*A*B  -70365.31*A*D  -65383.78*B*D  -69562.55*A*E  -68886.13*B*E  +125759.38*D*E  +10836.30*A*F  +10585.65*B*F  -18698.40*D*F  -21667.29*E*F  +12515.33*A*G  +13513.51*B*G  -23513.14*D*G  -18892.18*E*G  +2765.15*F*G  -378.99*A*J  +4052.24*B*J  +4045.57*D*J  -2546.47*E*J  -1491.87*F*J  -276.37*G*J  +2462.06*A*K  -141.09*B*K  -393.00*D*K  +6322.97*E*K  +346.65*F*K  +1693.35*J*K  +22758.70*A*B*D  +23530.06*A*B*E  -48579.17*A*D*E  -46636.29*B*D*E  -6351.39*A*B*F  +11378.90*A*D*F  +6095.55*B*D*F  +13191.78*A*E*F  +7724.32*B*E*F  -15688.67*D*E*F  -7993.40*A*B*G  +9858.01*A*D*G  +15653.56*B*D*G  +7139.59*A*E*G  +13293.03*B*E*G  -16092.81*D*E*G  -1530.21*A*F*G  -1906.46*B*F*G  +1787.34*D*F*G  +1445.76*E*F*G  -3392.45*A*B*J  -1503.73*B*D*J  +4509.67*A*E*J  -258.24*B*E*J  +5266.96*D*E*J  +1058.56*B*F*J  -1831.23*D*F*J  -2027.34*E*F*J  -520.40*A*G*J  -217.37*B*G*J  -1264.24*D*G*J  -1457.38*E*G*J  +346.11*F*G*J  -3086.48*A*B*K  -1292.13*A*D*K  +3879.07*B*D*K  -2167.97*A*E*K  +5548.80*D*E*K  -207.99*A*F*K  -679.94*B*F*K  -986.46*D*F*K  -666.18*E*F*K  -911.69*A*J*K  -980.99*B*J*K  +333.99*D*J*K  +252.28*E*J*K  +34.66*F*J*K  +18892.73*A*B*D*E  -3657.33*A*B*D*F  -4634.59*A*B*E*F  +9640.66*A*D*E*F  +6617.52*B*D*E*F  -6066.68*A*B*D*G  -4690.93*A*B*E*G  +7892.34*A*D*E*G  +11331.29*B*D*E*G  +1143.87*A*B*F*G  -912.54*A*D*F*G  -1236.29*B*D*F*G  -676.05*A*E*F*G  -1094.31*B*E*F*G  +1844.90*D*E*F*G  -850.95*A*B*E*J  -1678.74*B*D*E*J  +609.55*B*D*F*J  +772.43*B*E*F*J  -1465.54*D*E*F*J  +419.68*A*B*G*J  +480.75*B*D*G*J  +291.90*A*E*G*J  +718.80*B*E*G*J  -1021.25*D*E*G*J  -190.65*B*F*G*J  +217.35*D*F*G*J  +283.96*E*F*G*J  -679.31*A*B*D*K  -2327.10*A*D*E*K  +407.96*A*B*F*K  +591.88*A*D*F*K  +175.59*B*D*F*K  +399.71*A*E*F*K  -733.69*D*E*F*K  +591.40*A*B*J*K  -23.45*B*D*J*K  -37.76*A*E*J*K  +385.52*D*E*J*K  -67.99*B*F*J*K  -98.65*D*F*J*K  -66.62*E*F*J*K  -3970.51*A*B*D*E*F  -5121.45*A*B*D*E*G  +741.77*A*B*D*F*G  +656.59*A*B*E*F*G  -879.48*A*D*E*F*G  -1346.87*B*D*E*F*G  +661.75*B*D*E*F*J  -166.91*A*B*E*G*J  +459.88*B*D*E*G*J  -123.63*B*D*F*G*J  -109.43*B*E*F*G*J  +287.82*D*E*F*G*J  -105.35*A*B*D*F*K  +440.22*A*D*E*F*K  +17.56*B*D*F*J*K  -73.37*D*E*F*J*K  +808.12*A*B*D*E*F*G  -134.69*B*D*E*F*G*J "
